State,Name,Subname,Stats 55% 100%,HP 55%,HP 100%,ATK 55%,ATK 100%,DEF 55%,DEF 100%,Leader Skill,Passive Skill,Active Skill,Super Attack (12 Ki) Effect,Super Attack (18 Ki) Effect,Links,Categories,Transformation Condition,Release Date,Ki Multiplier,DMG Multiplier
Base,Super Saiyan 2 Vegeta,Indomitable Fighting Spirit,"HP 16,644 19,244 | ATK 18,717 22,117 | DEF 11,060 14,060","16,644","19,244","18,717","22,117","11,060","14,060","""Super Saiyan 2"" or ""Resurrected Warriors"" Category Ki +3 and HP, ATK & DEF +170%","Will for a Serious Fight Ki +2 and ATK & DEF +150% Reduces damage received by 30% Plus an additional ATK boost by up to 120% (the more HP remaining, the greater the ATK boost) and if HP is 50% or more, great chance of launching an additional Super Attack Plus an additional DEF boost by up to 120% (the less HP remaining, the greater the DEF boost) and if HP is 50% or less, guards all attacks Randomly changes Ki Spheres of a certain Type to Rainbow Ki Spheres when there is another ""Majin Buu Saga"" Category ally attacking in the same turn or a ""Majin Buu Saga"" Category enemy Plus an additional damage reduction of 20% with a Rainbow Ki Sphere obtained ATK & DEF +120% when attacking with 3 or more Ki Spheres obtained Receives a boost from Babidi's sorcery when conditions are met",,Raises ATK & DEF for 1 turn and causes immense damage to enemy,,"Saiyan Warrior Race, Super Saiyan, Saiyan Pride, Royal Lineage, Prepared for Battle, Supreme Power, Fierce Battle","Majin Buu Saga, Pure Saiyans, Vegeta's Family, Super Saiyan 2, Power Beyond Super Saiyan, Uncontrollable Power, Corroded Body and Mind, Mastered Evolution, Worthy Rivals, Gifted Warriors, Resurrected Warriors","Receives a boost from Babidi's sorcery when facing only 1 enemy, whose HP is 50% or more, starting from the 3rd turn from the start of battle","Dec 10, 2024",150%,630%
Base,Frieza (Final Form) (Angel),Long-Standing Grudge,"HP 11,584 14,184 | ATK 11,129 14,529 | DEF 6,580 9,580","11,584","14,184","11,129","14,529","6,580","9,580","TEQ Type Ki +3 and HP, ATK & DEF +90%","Obsession with Vengeance ATK +120% and DEF +100% when performing a Super Attack Changes INT Ki Spheres to Rainbow Ki Spheres Reduces damage received by 40% when all allies are in the ""Otherworld Warriors"" Category",,Raises ATK & DEF and causes supreme damage with a rare chance of stunning the enemy,,"Prodigies, Strongest Clan in Space, Universe’s Most Malevolent, Shocking Speed, Nightmare, Otherworld Warriors, Fierce Battle","Wicked Bloodline, Transformation Boost, Sworn Enemies, Gifted Warriors, Otherworld Warriors",[],"Jan 4, 2021",145%,410%
Base,Frieza (Final Form) (Angel),Evil Pride,"HP 13,915 17,315 | ATK 14,084 17,084 | DEF 8,063 10,663","13,915","17,315","14,084","17,084","8,063","10,663","""Resurrected Warriors"" or ""Otherworld Warriors"" Category Ki +4 and HP, ATK & DEF +150%",Brutal Strength ATK & DEF +100% Plus an additional ATK & DEF +50% for 5 turns and medium chance of evading enemy's attack (including Super Attack) within the same turn after receiving attack Attacked enemy's ATK & DEF -30% for 2 turns,Active Skill Transformation Condition: Can be activated upon entering attacking turn (once only) Transforms Animation: Play,"Raises DEF, causes immense damage to enemy and seals Super Attack",,"Prodigies, Strongest Clan in Space, Universe’s Most Malevolent, Shocking Speed, Nightmare, Tournament of Power, Fierce Battle","Universe Survival Saga, Wicked Bloodline, Transformation Boost, Full Power, Mastered Evolution, Time Limit, Sworn Enemies, Representatives of Universe 7, Tournament Participants, Gifted Warriors, Otherworld Warriors, Resurrected Warriors",Can be activated upon entering attacking turn (once only),"Jan 4, 2021",150%,505%
Transformation,Golden Frieza (Angel),Evil Pride,"HP 13,915 17,315 | ATK 14,084 17,084 | DEF 8,063 10,663","13,915","17,315","14,084","17,084","8,063","10,663","""Resurrected Warriors"" or ""Otherworld Warriors"" Category Ki +4 and HP, ATK & DEF +150%",Calm Strength ATK & DEF +120% Plus an additional ATK & DEF +80% and great chance of stunning the attacked enemy when performing a Super Attack Reduces damage received by 50% when HP is 49% or less,,Massively raises ATK for 1 turn and causes immense damage to enemy,,"Prodigies, Strongest Clan in Space, Universe’s Most Malevolent, Shocking Speed, Nightmare, Tournament of Power, Fierce Battle","Universe Survival Saga, Wicked Bloodline, Transformation Boost, Full Power, Mastered Evolution, Time Limit, Sworn Enemies, Representatives of Universe 7, Tournament Participants, Gifted Warriors, Otherworld Warriors, Resurrected Warriors",,"Jan 4, 2021",150%,505%
Base,Gohan (Kid),Harsh Trials,"HP 9,855 11,415 | ATK 9,371 11,171 | DEF 5,508 7,548","9,855","11,415","9,371","11,171","5,508","7,548","Super AGL Type Ki +2 and HP, ATK & DEF +70%","Tasks from Piccolo ATK & DEF +60% Plus an additional ATK & DEF +20% at start of each turn (up to 80%) and Ki +2 when ""Piccolo"" is on the team Attacks effective against all Types when your team has ""Piccolo"" attacking in the same turn ATK & DEF +15% with each attack received (up to 60%)",,Causes supreme damage to enemy and lowers ATK,,"The Innocents, Infighter, Demonic Ways, Saiyan Warrior Race, Gaze of Respect, All in the Family","Saiyan Saga, Hybrid Saiyans, Goku's Family, Youth, Demonic Power, Bond of Parent and Child, Bond of Master and Disciple, Earth-Bred Fighters",[],"Jan 1, 2021",130%,430%
Base,Goku,Thousandfold Plea,"HP 15,872 18,872 | ATK 14,548 17,948 | DEF 9,429 12,029","15,872","18,872","14,548","17,948","9,429","12,029","All Types Ki +3 and HP, ATK & DEF +120%","Moved to Tears ATK & DEF +77% Ki +1, ATK, DEF & chance of performing a critical hit +7% and recovers 7777 HP per Ki Sphere obtained Plus an additional DEF +1000 per Ki Sphere obtained for 1000 turns from the character's entry turn Plus an additional ATK +2000 per Ki Sphere obtained for 2000 turns from the character's entry turn",,Causes colossal damage to enemy and raises allies' ATK & DEF by 20% for 2 turns,Causes mega-colossal damage to enemy and raises allies' ATK & DEF by 30% for 1 turn,"Z Fighters, All in the Family, Experienced Fighters, Prepared for Battle, The Saiyan Lineage, Supreme Power, Legendary Power","Majin Buu Saga, Pure Saiyans, Goku's Family, Power of Wishes, Final Trump Card, Bond of Parent and Child, Bond of Friendship, Turtle School, Earth-Bred Fighters, Connected Hope, Accelerated Battle, Battle of Fate",[],"Dec 24, 2020",200%,590%
Base,Rozie,Master of the Yacchaina Fist,"HP 9,749 11,549 | ATK 12,055 13,855 | DEF 6,974 8,774","9,749","11,549","12,055","13,855","6,974","8,774","""Special Pose"" Category Ki +3 and HP, ATK & DEF +77%; or INT Type Ki +3 and HP, ATK & DEF +50%","Unpredictable Technique ATK & DEF +80% ""Special Pose"" Category allies' Ki +2 and ATK & DEF +22% ATK +22% at start of each turn and seals the attacked enemy's Super Attack when there is an ally whose name includes ""Ribrianne"" or ""Kakunsa"" attacking in the same turn",,"Raises DEF, causes supreme damage to enemy and lowers DEF",,"Battlefield Diva, Metamorphosis, The Innocents, Signature Pose, More Than Meets the Eye, Tournament of Power, Shattering the Limit","Universe Survival Saga, Peppy Gals, Transformation Boost, Tournament Participants, Space-Traveling Warriors, Special Pose",[],"Dec 15, 2020",140%,530%
Base,Kakunsa,Magnificent Hunter,"HP 10,747 12,307 | ATK 11,832 13,632 | DEF 6,752 8,792","10,747","12,307","11,832","13,632","6,752","8,792","""Special Pose"" Category Ki +3 and HP, ATK & DEF +77%; or AGL Type Ki +3 and HP, ATK & DEF +50%","Unfettered Assault ATK & DEF +80% ""Special Pose"" Category allies' Ki +2 and ATK & DEF +22% DEF +22% at start of each turn and high chance of stunning the attacked enemy when there is an ally whose name includes ""Ribrianne"" or ""Rozie"" attacking in the same turn",,"Raises ATK, causes supreme damage to enemy and lowers ATK",,"Battlefield Diva, Metamorphosis, The Innocents, Signature Pose, More Than Meets the Eye, Tournament of Power, Shattering the Limit","Universe Survival Saga, Peppy Gals, Transformation Boost, Tournament Participants, Space-Traveling Warriors, Accelerated Battle, Special Pose",[],"Dec 15, 2020",140%,500%
Base,Super Ribrianne,Charming Girl's Dance,"HP 13,691 15,491 | ATK 12,445 14,485 | DEF 7,023 8,583","13,691","15,491","12,445","14,485","7,023","8,583","""Peppy Gals"" Category Ki +3 and HP, ATK & DEF +99%; or STR Type Ki +3 and HP, ATK & DEF +50%","The Power of Everyone's Love ATK & DEF +22% per ""Peppy Gals"" Category ally on the team Recovers 22222 HP per Rainbow Ki Sphere obtained Plus an additional ATK, DEF, chance of performing a critical hit and chance of evading enemy's attack (including Super Attack) +22% when there is an ally whose name includes ""Rozie"" or ""Kakunsa"" attacking in the same turn",,"Raises ATK & DEF for 1 turn, causes supreme damage to enemy and lowers DEF",,"Battlefield Diva, Metamorphosis, The Innocents, Signature Pose, More Than Meets the Eye, Tournament of Power, Shattering the Limit","Universe Survival Saga, Peppy Gals, Transformation Boost, Power of Wishes, Super Bosses, Tournament Participants, Space-Traveling Warriors, Special Pose",[],"Dec 15, 2020",135%,530%
Base,Kale (Berserk),Awakened Berserker,"HP 14,962 18,362 | ATK 13,757 16,757 | DEF 6,698 9,298","14,962","18,362","13,757","16,757","6,698","9,298","PHY Type Ki +3 and HP, ATK & DEF +100%",True Saiyan Form ATK +160% Launches an additional attack that has a great chance of becoming a Super Attack Reduces damage received by 60% for 6 turns from the character's entry turn Reduces damage received by 60% with 6 or more PHY Ki Spheres obtained starting from the 7th turn from the start of battle,,Causes immense damage to enemy and greatly lowers DEF,,"Battlefield Diva, Berserker, The Saiyan Lineage, Warriors of Universe 6, Prepared for Battle, Tournament of Power, Shattering the Limit","Universe Survival Saga, Pure Saiyans, Power Beyond Super Saiyan, Uncontrollable Power, Universe 6, Super Bosses, Tournament Participants, Exploding Rage",[],"Dec 15, 2020",145%,630%
Base,Super Saiyan 2 Caulifla,Boundless Potential,"HP 15,709 18,309 | ATK 12,510 15,510 | DEF 7,882 11,282","15,709","18,309","12,510","15,510","7,882","11,282","All Types Ki +3 and HP, ATK & DEF +80%","Adaptive Combat ATK +120% and DEF +60% High chance of evading enemy's attack (including Super Attack) Medium chance of nullifying enemy's Super Attack and countering with tremendous power Attacks effective against all Types when there is an ally whose name includes ""Kale"" attacking in the same turn Animations: Counter",,Causes supreme damage to enemy and raises DEF by 60% for 3 turns,,"Battlefield Diva, Super Saiyan, Golden Warrior, Warriors of Universe 6, Prepared for Battle, Tournament of Power, Shattering the Limit","Universe Survival Saga, Pure Saiyans, Peppy Gals, Super Saiyan 2, Power Beyond Super Saiyan, Full Power, Rapid Growth, Mastered Evolution, Bond of Friendship, Universe 6, Super Bosses, Tournament Participants, Gifted Warriors",[],"Dec 15, 2020",145%,530%
Base,Super Saiyan 2 Gohan (Youth),Earth-Protecting Flash,"HP 19,113 21,713 | ATK 18,380 21,780 | DEF 10,594 13,594","19,113","21,713","18,380","21,780","10,594","13,594","""Movie Heroes"" Category Ki +4 and HP, ATK & DEF +130%; or Super TEQ Type Ki +4 and HP, ATK & DEF +100%","Beyond the Galaxy ATK & DEF +58% Plus an additional Ki +1 per Ki Sphere obtained Plus an additional ATK & DEF +7% per Ki Sphere obtained Plus an additional ATK +58% when performing an Ultra Super Attack Medium chance of launching an additional Super Attack Plus an additional ATK +59% and attack becomes a critical hit when performing an Ultra Super Attack if HP is 58% or less with a ""Movie Heroes"" Category ally whose name includes ""Goku"" (Youth excluded) on the team starting from the 5th turn from the start of battle (once only)","Active Skill Promise Made to Dad Condition: Can be activated when HP is 58% or less with a ""Movie Heroes"" Category ally whose name includes ""Goku"" (Youth excluded) on the team starting from the 5th turn from the start of battle (once only) Ki +12 and ATK +59% for 1 turn Animation: Play","Raises ATK & DEF for 1 turn, causes colossal damage to enemy and greatly lowers DEF","Raises DEF for 1 turn, causes mega-colossal damage to enemy and massively lowers DEF","Super Saiyan, Saiyan Warrior Race, Gaze of Respect, All in the Family, Prepared for Battle, Shattering the Limit, Legendary Power","Hybrid Saiyans, Goku's Family, Youth, Super Saiyan 2, Power Beyond Super Saiyan, Full Power, Powerful Comeback, Demonic Power, Miraculous Awakening, Bond of Parent and Child, Bond of Master and Disciple, Movie Heroes, Tournament Participants, Earth-Bred Fighters, Exploding Rage, Entrusted Will, All-Out Struggle",[],"Dec 14, 2020",200%,570%
Base,Krillin,Trustworthy Skill and Experience,"HP 9,791 12,391 | ATK 10,577 13,577 | DEF 6,655 10,055","9,791","12,391","10,577","13,577","6,655","10,055","""Representatives of Universe 7"" Category Ki +3 and HP, ATK & DEF +120%","Teaming Up With Android #18 ATK & DEF +180% and medium chance of evading enemy's attack (including Super Attack) Ki +2 plus an additional ATK & DEF +120% when your team has ""Android #18"" attacking in the same turn Attacks effective against all Types when the target enemy is stunned",,Causes supreme damage and lowers ATK with a high chance of stunning the enemy,,"Experienced Fighters, Turtle School, Solid Support, Brainiacs, Courage, Tournament of Power, Fierce Battle","Universe Survival Saga, Earthlings, Bond of Parent and Child, Bond of Friendship, Representatives of Universe 7, Super Heroes, Turtle School, Tournament Participants, Earth-Bred Fighters, Defenders of Justice, Battle of Wits",[],"Dec 4, 2020",140%,430%
Base,Super Saiyan 3 Broly,Mythic Evolution,"HP 14,956 17,556 | ATK 16,283 19,683 | DEF 8,162 11,162","14,956","17,556","16,283","19,683","8,162","11,162","Extreme TEQ Type Ki +3 and HP, ATK & DEF +130%; Super TEQ Type Ki +3 and HP, ATK & DEF +90%",Overflowing Power ATK & DEF +120% Plus an additional ATK +12% but DEF -6% per Ki Sphere obtained Medium chance of launching an additional Super Attack with 3 or more TEQ Ki Spheres obtained,,Causes immense damage to enemy and massively lowers DEF,,"The Saiyan Lineage, Berserker, Prepared for Battle, Super Saiyan, Nightmare, Limit-Breaking Form, Fierce Battle","Pure Saiyans, Super Saiyan 3, Power Beyond Super Saiyan, Uncontrollable Power, Crossover",[],"Nov 26, 2020",150%,630%
Base,Lord Slug,Namekian Mutation,"HP 13,570 15,130 | ATK 10,025 12,065 | DEF 8,231 10,031","13,570","15,130","10,025","12,065","8,231","10,031","""Namekians"" Category Ki +3 and HP, ATK & DEF +77%; or TEQ Type Ki +3 and HP, ATK & DEF +50%","Eternal Domination Ki +3 and ATK & DEF +100% Raises ATK & DEF by up to 30% (the more HP remaining, the greater the stat boost) Plus an additional ATK & DEF +30% when facing 2 or more enemies Recovers 30% HP whenever HP is 30% or less",,Causes supreme damage and lowers DEF with a medium chance of stunning the enemy,,"Namekians, Nightmare, Metamorphosis, Thirst for Conquest, Big Bad Bosses, Demonic Ways, Shattering the Limit","Namekians, Power of Wishes, Demonic Power, Movie Bosses, Space-Traveling Warriors, Dragon Ball Seekers, Terrifying Conquerors, Inhuman Deeds",[],"Nov 25, 2020",140%,530%
Base,Goku (Kaioken),Fusion Power of the Dynamic Duo,"HP 10,174 11,974 | ATK 11,858 13,898 | DEF 6,778 8,338","10,174","11,974","11,858","13,898","6,778","8,338","""Pure Saiyans"" Category Ki +3 and HP, ATK & DEF +77%; or STR Type Ki +3 and HP, ATK & DEF +50%","Piccolo's Power ATK & DEF +77% Ki +3 plus an additional ATK & DEF +77% when HP is 77% or less Plus an additional ATK +33% and high chance of performing a critical hit when ""Piccolo"" is on the team",,Greatly raises ATK and causes supreme damage to enemy,,"All in the Family, The Saiyan Lineage, Z Fighters, Shocking Speed, Over in a Flash, Shattering the Limit","Pure Saiyans, Goku's Family, Full Power, Power of Wishes, Final Trump Card, Bond of Parent and Child, Bond of Friendship, Movie Heroes, Turtle School, Earth-Bred Fighters, Entrusted Will, All-Out Struggle, Accelerated Battle",[],"Nov 25, 2020",140%,480%
Base,Majin Buu (Good),Majin on the Loose,"HP 13,335 16,335 | ATK 11,513 14,513 | DEF 9,110 12,110","13,335","16,335","11,513","14,513","9,110","12,110","All Types Ki +3 and HP, ATK & DEF +60%",Redemption ATK & DEF +66% Ki +1 (up to +3) and ATK & DEF +22% (up to 66%) with each attack received Recovers 30% HP whenever HP is 40% or less,,"Raises ATK for 1 turn, causes supreme damage to enemy and greatly lowers DEF",,"The Innocents, Revival, Master of Magic, Majin, Infinite Regeneration, The Wall Standing Tall, Shattering the Limit","Majin Buu Saga, Artificial Life Forms, Transformation Boost, Power Absorption, Majin Power, Uncontrollable Power, Demonic Power, Sworn Enemies, Gifted Warriors, Resurrected Warriors, Time Travelers, Storied Figures, Legendary Existence, Inhuman Deeds, Worldwide Chaos",[],"Nov 23, 2020",150%,530%
Base,Majin Vegeta,"Farewell, Proud Warrior","HP 13,249 16,249 | ATK 11,549 14,549 | DEF 7,010 10,010","13,249","16,249","11,549","14,549","7,010","10,010","All Types Ki +3 and HP, ATK & DEF +60%","Warrior's Resolve ATK & DEF +60% at start of turn Raises Ki by up to 3 and raises ATK & DEF by up to 60% (the more HP remaining, the greater the stat boost) Plus an additional ATK +88% if HP is 60% or less when performing a Super Attack (once only)",,Causes supreme damage to all enemies with a chance of stunning them,,"Golden Warrior, Super Saiyan, Saiyan Warrior Race, Saiyan Pride, Over in a Flash, Supreme Power, Shattering the Limit","Majin Buu Saga, Pure Saiyans, Vegeta's Family, Super Saiyan 2, Power Beyond Super Saiyan, Uncontrollable Power, Corroded Body and Mind, Final Trump Card, Worthy Rivals, Bond of Parent and Child, Gifted Warriors, Resurrected Warriors, Connected Hope, All-Out Struggle",[],"Nov 13, 2020",140%,530%
Base,Frieza (Final Form),Rageful Erasure,"HP 11,567 13,367 | ATK 10,889 12,689 | DEF 6,875 8,675","11,567","13,367","10,889","12,689","6,875","8,675","""Wicked Bloodline"" Category Ki +3 and HP, ATK & DEF +77%; or INT Type Ki +3 and HP, ATK & DEF +50%","Blistering Tenacity ATK & DEF +100% Guards all attacks, all allies' Ki +2 and ATK & DEF +20% when there is a ""Goku's Family"" Category enemy Reduces damage received by 50% when guard is activated",,"Raises ATK, causes supreme damage to enemy and lowers ATK",,"Prodigies, Universe’s Most Malevolent, Shocking Speed, Strongest Clan in Space, Nightmare, Formidable Enemy, Fierce Battle","Planet Namek Saga, Wicked Bloodline, Transformation Boost, Sworn Enemies, Gifted Warriors, Space-Traveling Warriors, Dragon Ball Seekers, Terrifying Conquerors, Inhuman Deeds, Planetary Destruction, Accelerated Battle",[],"Nov 6, 2020",140%,500%
Base,Cooler,Almighty Cleave,"HP 10,360 11,920 | ATK 11,542 13,342 | DEF 7,565 9,605","10,360","11,920","11,542","13,342","7,565","9,605","All Types Ki +2 and HP, ATK & DEF +50%","Rapid Conquest ATK & DEF +100% Attacks effective against all Types, all allies' Ki +2 and enemy's ATK & DEF -20% when there is a ""Goku's Family"" Category enemy Launches an additional attack that has a medium chance of becoming a Super Attack",,"Raises DEF, causes supreme damage to enemy and lowers DEF",,"Strongest Clan in Space, Thirst for Conquest, Cold Judgment, Brutal Beatdown, Nightmare, Fierce Battle","Wicked Bloodline, Transformation Boost, Movie Bosses, Space-Traveling Warriors, Target: Goku, Terrifying Conquerors, Planetary Destruction",[],"Nov 6, 2020",130%,530%
Base,Trunks (Teen),Radiant Battle,"HP 8,417 10,217 | ATK 9,730 11,530 | DEF 5,643 7,443","8,417","10,217","9,730","11,530","5,643","7,443","Super INT Type Ki +2 and HP, ATK & DEF +70%","Filial Piety In the Past ATK & DEF +70% Changes PHY Ki Spheres to Rainbow Ki Spheres Medium chance of evading enemy's attack (including Super Attack) ""Movie Heroes"" Category allies' Ki +2, ATK +20% and DEF +10%",,Causes supreme damage with a medium chance of stunning the enemy,,"Messenger from the Future, The Saiyan Lineage, Cold Judgment, Royal Lineage, Z Fighters, Dismal Future","Future Saga, Hybrid Saiyans, Vegeta's Family, Bond of Parent and Child, Bond of Master and Disciple, Movie Heroes, Tournament Participants, Earth-Bred Fighters, Time Travelers, Entrusted Will, Battle of Wits",[],"Oct 30, 2020",140%,430%
Base,Super #17,The Ultimate Android,"HP 18,254 20,854 | ATK 16,075 19,075 | DEF 8,862 12,262","18,254","20,854","16,075","19,075","8,862","12,262","Extreme AGL Type Ki +3 and HP, ATK & DEF +130%; Super AGL Type Ki +3 and HP, ATK & DEF +90%","Nightmarish Mechanism Reduces damage received by 40% Ki +1 (up to +3), ATK +30% (up to 150%) and an additional damage reduction of 6% (up to 30%) with each attack received ""Target: Goku"" Category allies' chance of performing a critical hit +17%",,"Greatly raises ATK & DEF for 1 turn, causes immense damage to enemy and greatly lowers DEF",,"Android Assault, Fear and Faith, Fused Fighter, Nightmare, GT, Shocking Speed, Fierce Battle","Androids, Artificial Life Forms, Fused Fighters, Power Absorption, Uncontrollable Power, GT Bosses, Target: Goku, Inhuman Deeds, Battle of Fate",[],"Oct 29, 2020",140%,630%
Base,Vegito (Candy),The Tiniest Top-Notch Hero,"HP 8,841 10,401 | ATK 11,670 13,710 | DEF 7,804 9,604","8,841","10,401","11,670","13,710","7,804","9,604",ATK & DEF +20% per Ki Sphere obtained,Frontal Breakthrough Great chance of evading enemy's attack (including Super Attack) Disables enemy's guard ATK & DEF +20% per TEQ Ki Sphere obtained and DEF +10% per non-TEQ Ki Sphere obtained Recovers HP with sweet treats,,Raises ATK & DEF and causes supreme damage with a high chance of stunning the enemy,,"More Than Meets the Eye, Shocking Speed, Over in a Flash, Power Bestowed by God, Infighter, Supreme Power, Shattering the Limit","Majin Buu Saga, Potara, Fused Fighters, Final Trump Card, Battle of Wits",[],"Oct 22, 2020",150%,510%
Base,Super Saiyan Gotenks & Ghost,Super Ghost Prank,"HP 11,345 13,145 | ATK 12,106 13,906 | DEF 6,007 7,807","11,345","13,145","12,106","13,906","6,007","7,807","""Fusion"" Category Ki +3 and HP, ATK & DEF +77%; or INT Type Ki +3 and HP, ATK & DEF +50%",Joyous Frolic Randomly changes Ki Spheres of a certain Type to Rainbow Ki Spheres ATK & DEF +7% per Ki Sphere obtained Recovers 9999 HP and ATK & DEF +30% per Rainbow Ki Sphere obtained Recovers HP with sweet treats,,Greatly raises ATK & DEF for 1 turn and causes supreme damage with a high chance of stunning the enemy,,"Golden Warrior, Super Saiyan, Prepared for Battle, The Innocents, Fused Fighter, The Saiyan Lineage, Shattering the Limit","Hybrid Saiyans, Youth, Super Saiyans, Fusion, Fused Fighters, Time Limit, Joined Forces, Earth-Bred Fighters, Gifted Warriors, Special Pose",[],"Oct 22, 2020",145%,530%
Base,Raditz,Ruthless Invader,"HP 8,748 10,548 | ATK 12,604 14,404 | DEF 6,559 8,359","8,748","10,548","12,604","14,404","6,559","8,359","""Low-Class Warrior"" Category Ki +4, HP & DEF +60% and ATK +100%; or INT Type Ki +3 and HP, ATK & DEF +50%","Punishment of Fools ATK & DEF +80% at start of turn Ki +6, ATK & DEF +60% and Super Class enemies' ATK & DEF -10% when facing 2 or more enemies",,Causes supreme damage to all enemies and lowers DEF,,"The Saiyan Lineage, Saiyan Warrior Race, Coward, Brutal Beatdown, Nightmare, Prepared for Battle, Shattering the Limit","Saiyan Saga, Pure Saiyans, Goku's Family, Low-Class Warrior, Space-Traveling Warriors, Terrifying Conquerors",[],"Oct 13, 2020",140%,530%
Base,Majin Buu (South Supreme Kai),Raging Dash,"HP 14,584 17,184 | ATK 13,472 16,872 | DEF 6,727 9,727","14,584","17,184","13,472","16,872","6,727","9,727","TEQ Type Ki +2 and HP, ATK & DEF +70%","Full-Power Body Ki +3 and ATK +100% Raises ATK & DEF by up to 100% (the more HP remaining, the greater the stat boost) Reduces damage received by 20% when HP is 80% or more Recovers 5% HP at the end of turn in which an attack was received",,"Raises DEF for 1 turn, causes supreme damage to enemy and greatly lowers DEF",,"Majin, Brutal Beatdown, Berserker, Big Bad Bosses, Infinite Regeneration, The Wall Standing Tall, Fierce Battle","Majin Buu Saga, Artificial Life Forms, Transformation Boost, Power Absorption, Majin Power, Uncontrollable Power, Demonic Power, Sworn Enemies, Resurrected Warriors, Storied Figures, Legendary Existence, Planetary Destruction, Worldwide Chaos",[],"Oct 13, 2020",135%,530%
Base,Supreme Kai & Kibito,Noble Creed,"HP 10,346 13,346 | ATK 11,331 14,331 | DEF 6,936 9,936","10,346","13,346","11,331","14,331","6,936","9,936","""Potara"" Category Ki +4 and HP, ATK & DEF +100%",Situational Awareness Ki +2 and ATK & DEF +120% Attacked enemy's ATK & DEF -30% for 2 turns High chance of evading enemy's attack (including Super Attack) Recovers 10% HP at the end of turn,Active Skill Special Fusion Condition: Can be activated upon entering attacking turn (once only) Performs Potara Fusion Animation: Play,Greatly raises DEF for 1 turn and causes supreme damage with a high chance of stunning the enemy,,"Telekinesis, Solid Support, Cold Judgment, Master of Magic, Godly Power, Supreme Power, Fierce Battle","Majin Buu Saga, Potara, Fused Fighters, Realm of Gods, Joined Forces",Can be activated upon entering attacking turn (once only),"Oct 5, 2020",140%,430%
Transformation,Kibito Kai,Noble Creed,"HP 10,346 13,346 | ATK 11,331 14,331 | DEF 6,936 9,936","10,346","13,346","11,331","14,331","6,936","9,936","""Potara"" Category Ki +4 and HP, ATK & DEF +100%",End to Chaos Ki +3 and ATK & DEF +150% All enemies' ATK & DEF -20% and stuns the attacked enemy for 2 turns (once only) Recovers 10% HP at the end of turn,,"Greatly raises ATK & DEF for 1 turn, causes supreme damage to enemy and seals Super Attack",,"Power Bestowed by God, Solid Support, Cold Judgment, Master of Magic, Fused Fighter, Supreme Power, Fierce Battle","Majin Buu Saga, Potara, Fused Fighters, Realm of Gods, Joined Forces",,"Oct 5, 2020",140%,430%
Base,West Supreme Kai,Duty to Maintain Peace,"HP 9,829 12,429 | ATK 10,493 13,493 | DEF 6,817 10,217","9,829","12,429","10,493","13,493","6,817","10,217","""Realm of Gods"" Category Ki +4 and HP, ATK & DEF +100%","Divine Endeavor ATK & DEF +100% Guards all attacks within the same turn after receiving attack ""Realm of Gods"" Category allies' ATK & DEF +40% and chance of performing a critical hit +10%",,Greatly raises ATK & DEF for 1 turn and causes supreme damage to enemy,,"Battlefield Diva, The Innocents, Courage, Shocking Speed, Godly Power, Supreme Power, Fierce Battle","Majin Buu Saga, Potara, Realm of Gods, Storied Figures",[],"Oct 5, 2020",140%,430%
Base,Uub (Youth),Astonishing Reincarnation,"HP 11,681 13,721 | ATK 10,379 12,179 | DEF 7,295 8,855","11,681","13,721","10,379","12,179","7,295","8,855","""Earthlings"" Category Ki +3 and HP, ATK & DEF +77%; or PHY Type Ki +3 and HP, ATK & DEF +50%","Strength When It Counts Ki +1 and ATK & DEF +30% at start of each turn (Ki up to +4 and ATK & DEF up to +120%) Plus an additional ATK +100% within the same turn after receiving attack Guards all attacks when there is a ""World Tournament"" Category enemy or an enemy whose name includes ""Goku"" (Youth, Captain Ginyu, Jr., etc. excluded)",,Raises ATK and causes supreme damage with a medium chance of stunning the enemy,,"Infighter, Tough as Nails, World Tournament Reborn, Revival, Berserker, Supreme Power, Shattering the Limit","Majin Buu Saga, Earthlings, Youth, Bond of Master and Disciple, World Tournament, Tournament Participants, Earth-Bred Fighters, Resurrected Warriors",[],"Sep 25, 2020",140%,500%
Base,Super Saiyan Vegeta (Angel),Frustrating Standby,"HP 7,160 8,720 | ATK 8,291 10,331 | DEF 4,148 5,948","7,160","8,720","8,291","10,331","4,148","5,948","""Majin Buu Saga"" Category Ki +3 and HP, ATK & DEF +35%","""Scissors"" of Humiliation ATK & DEF +35% Ki +2 and ATK & DEF +20% when attacking Ki +2 and ATK & DEF +35% for 3 turns after receiving attack",,Raises ATK & DEF by 35% for 1 turn and causes supreme damage to enemy,,"Golden Warrior, Saiyan Warrior Race, Super Saiyan, Royal Lineage, Prodigies, Prepared for Battle","Majin Buu Saga, Pure Saiyans, Vegeta's Family, Super Saiyans, Mastered Evolution, Time Limit, Worthy Rivals, Bond of Parent and Child, Gifted Warriors, Otherworld Warriors, Resurrected Warriors, Battle of Fate",[],"Sep 18, 2020",130%,430%
